,Florida,California,Texas,New York,North Carolina,Massachusetts,Virginia,Colorado,New Jersey,Arizona,Utah,Georgia,the District of Columbia,Michigan,Washington,Connecticut,South Carolina,Iowa,Pennsylvania,Maryland,Idaho,Louisiana,Illinois,Wyoming,Nevada,Vermont,Oregon,Kansas,Rhode Island,Minnesota,New Hampshire,Indiana,Missouri,Alabama,Montana,Ohio,Nebraska,West Virginia,Mississippi,Delaware,Tennessee,New Mexico,Maine,Wisconsin,Oklahoma,Hawaii,Arkansas,North Dakota,Kentucky,South Dakota,Alaska
2009-11-01,154380.78073113423,305891.3953255477,143627.88089848484,262809.7346528249,165403.8298845168,313611.06582431344,227121.34449335083,230110.32634527716,310743.6558745095,166481.49843399602,215056.2153717825,145876.4385909352,361471.98970763484,106026.12909623185,272605.48231985513,266152.15775793564,153424.47308216916,122945.63723071554,166335.64763178214,271049.4584361163,175166.35854414877,165570.57288110993,173627.7910781036,200336.2046108086,160449.68512815292,215204.19703380764,234857.612341295,123407.76712107957,236613.58872556416,178479.16157902378,223043.30522685227,117517.3981855033,135556.88488130053,131624.31903315324,190329.82722082108,121009.0878353227,132655.82511792867,103932.89057336342,121681.07894109444,251367.92775824617,144708.49423266962,181761.01323397597,185455.51220394598,167502.17532072557,115381.63910288061,409289.70314070024,123633.46182042758,165027.89350337614,117045.62234939482,147109.3713673502,249623.3137401779
2009-12-01,153465.94376552067,307836.3578911286,143757.51268265463,262496.8672319539,164989.9427991586,314184.52905129304,227027.01717243306,230318.01991573293,310428.6392351286,166196.40811375747,214294.2942184195,145094.5006941325,362510.82748880563,105135.26196999273,272239.37244726,264811.4102414642,153128.0946434039,122879.86635915113,166425.8700433958,270035.5532009489,174270.10817121775,165371.6922837705,172847.1996139197,199802.4621935086,158599.1990641848,214817.6811709354,234186.36644664445,123337.32416567476,236736.71045713045,178018.67279192642,222759.8661306039,117451.93966909463,135644.83486456113,131288.98612970574,189823.43942066908,120767.92521263816,133065.78640283344,103458.76763552708,121390.36519219291,250564.03101689715,144494.11405539932,181424.599913932,185023.2904718076,167016.24811352373,115509.98124170105,408158.905010726,123554.62504384738,164840.619530156,117031.09421254582,147007.33329271167,249930.92717178314
2010-01-01,152761.70307523376,309811.7613328653,143820.49065875902,262268.68826033437,164609.0653639644,315285.0893195896,227331.27536446144,230839.26681889125,310352.4322766175,166116.7224148025,213547.21544195016,144366.75726311342,364361.1819207897,104562.0873336976,271242.269385198,263519.36879976996,152983.7550738209,122882.46594045269,166682.8834385875,269472.4410369236,173186.50579701926,165351.61544272627,172085.21271617734,199459.54471339146,157515.77539189943,214511.3291474814,233539.94227167414,123229.67736366694,237660.12160404504,177803.49252634577,222742.6359333708,117381.85846906074,135687.4263366754,131082.5874906479,189076.22979749704,120537.17685319402,133542.8832903632,103261.27380703024,121224.53113081244,250008.11635699568,144390.12625219658,181203.9719593511,184733.5989305364,166895.2661731339,115704.57543621627,409116.1181928366,123647.54749125153,164752.93673443375,117010.01004514407,147089.39150911884,250672.55224945323
2010-02-01,152148.4443491746,310637.0236659133,143806.39654427973,262250.108117127,164194.23141717355,316713.7521342714,227691.19815760807,231450.3072817152,310429.00111484533,165252.49771308203,212844.8921505015,143740.41157192911,364994.2972721071,104015.76739194461,270102.6162014865,262854.3244395551,152795.03722426947,122957.62751502592,167041.21691755982,268832.02978918765,172378.2555722193,165389.44065176454,171731.66103158274,199397.5405981765,156596.30718299912,214388.6961242573,233028.592505506,123066.79636477488,238695.19153147447,177881.76000223178,222564.653337296,117393.55056720169,135516.55221827197,130935.18670558992,188376.74662531362,120483.0727690847,133993.20529179976,103273.2817577196,121149.26652307216,249780.84060894224,144323.88960287362,181200.13735232994,184679.3653929596,167101.20622640706,115859.3578221989,412191.0036060691,123755.06700243424,164643.28105642358,116987.74279514361,147165.0740325218,250946.83272677715
2010-03-01,151730.6973364955,311691.4435749399,143832.34639929363,262328.95593584265,163862.79027548476,317904.33899734286,228074.1194850444,231987.03587222952,310368.24950550863,164171.29289542034,212242.3056076405,143237.38583378683,364671.99990432314,103669.40774130273,269002.89804255706,262838.7191515766,152537.7202701287,123182.87366556225,167539.25602917117,268378.5168529782,171347.68599730285,165633.8725990126,170899.0639773345,199402.7759716611,155795.6756932695,214522.72231013855,232880.1606619881,123106.84181188174,239846.45006208876,178337.6575263144,222162.0729871265,117410.83300727856,135452.3228173136,130657.00001468748,187998.42001270436,120457.16764893074,134158.8600431216,103505.49605684482,121063.11722457765,249767.9175638076,144347.64509054305,181465.0908947723,185075.31426613813,167479.66573080962,116094.930670349,414244.76714987564,123894.66632832274,164356.29165910586,117038.46869099878,147287.6394600945,251167.7895287428
2010-04-01,151365.95680908882,313004.7392006717,144013.71837469633,262724.3968003826,163710.3428508288,319104.0199303943,228486.21292102756,232153.34658229738,310263.44884023536,163640.7320506096,211931.24072101244,143010.78596555933,365732.29887004365,103519.1269604434,268939.53687828645,263567.6231697167,152351.04051482197,123409.40726971132,168023.25576407745,268026.7419480325,170673.6071640485,165781.17567372238,170995.10276516638,199502.00312903602,154539.72014549703,214705.2694792913,232667.08150278078,123221.18048781033,240027.28036438694,178885.6094789116,221582.388663461,117579.63929270506,135609.9664620227,130262.92589502258,187843.3679574456,120499.09281390782,134549.04038726573,103805.34408441307,120923.83294662723,249568.85936113642,144402.9582519832,181167.2037378264,186016.00607912417,167830.72198264202,116410.32250472903,416599.31321219535,123996.0271988042,164009.19791867744,117185.84504760754,147420.68223372605,251313.6942830401
2010-05-01,150893.04531364058,314450.75191344024,144223.1734855523,263147.29265174543,163656.14888375168,319890.77472329774,228859.95707172414,231855.26007158714,309988.4173692795,162974.76996059634,211592.70105931387,142821.40935677264,368981.46277604223,103646.09326924506,269184.547844946,264241.74384127074,152289.14982588816,123574.47391378689,168340.82378763045,268101.8219169902,170038.8698947073,165941.1667703122,170658.04093026707,199851.35500241315,153273.2168426529,214830.2102872697,231971.9580497807,123457.77678318838,239700.40122747808,179377.24563480483,221141.88787878733,117670.16483869054,135812.77490361614,129795.9363192296,188004.4987471487,120496.90627563298,134841.43422653392,104087.26312864125,120722.44326842763,249365.02284994218,144492.2292644047,180726.69343255777,186932.86371347975,168039.6937445792,116736.68789131701,417436.4208092918,124099.53273188777,163933.238608354,117358.66723116569,147673.35973748122,251830.47977957723
2010-06-01,150179.91189420517,314384.5142501138,144270.5368224203,263712.90756916447,163517.43266983877,320512.1455327499,228886.6793092112,231185.0563199102,309516.61219232995,162157.20839815986,210759.7318829913,142513.37559301552,372542.29750639474,103852.54556409153,268828.9066841629,264761.9754845679,152147.49361823135,123557.18322231702,168396.7907790899,268072.2919667805,168759.5236647422,166081.16692981834,170970.8600140271,200215.1707382522,152597.74949633496,214847.9958570917,230770.2862755343,123602.6813958097,239385.22506565382,179367.955503965,220805.67610322402,117747.21297448118,135718.50130873002,129329.9363174846,187977.13031308583,120440.48037567154,134950.5205842355,104355.93932859488,120510.64827205038,249147.48967527613,144470.7454678768,179730.38834758473,186904.46831530542,167897.16154607173,116869.84410090219,419496.01051736996,124106.37061239302,164147.93185759705,117383.01455563358,147856.4327258688,252100.376961701
2010-07-01,149191.58309204612,313224.7622808343,144014.85038808905,264074.93016027845,163090.9085513027,320347.39207724435,228309.56997646377,230251.37374898847,308679.74281009636,160219.49118313068,209280.74952380537,141762.3804327275,374544.4141049318,103780.91832209402,267266.0673476456,264498.5733539195,151776.73844547992,123415.34315829404,168140.1971435461,267574.44057196344,167021.21022255413,166052.71749510578,169749.35662020036,200315.20521208414,151956.55039650798,215083.78127573547,229280.267240284,123525.8100700716,239250.28317710463,178975.580427479,220719.79985410217,117687.01313591558,135322.3075983317,128723.65357236551,187828.34150856364,120183.75478893582,134355.44761586608,104555.34075682434,120191.0616015466,248762.8972032806,144317.44816894922,178638.99857655866,186076.12820671973,167421.46424874515,116740.13439824956,420859.7650221116,123922.26887978306,164719.1263423252,117286.73508034112,147959.2066422958,252280.51964249703
2010-08-01,147957.39326670804,311243.735205742,143521.01285736964,263987.4082104062,162482.7934385833,319680.7248935604,227370.43164620866,229191.04937288255,307391.6515787665,158440.47710283322,207302.52999050627,140683.48941165034,375317.7891351154,103459.28103797739,264797.211243212,263733.93639625557,151261.33912433806,123180.79984791722,167652.74847390226,266181.701434314,165126.27459504412,165927.57089950997,168669.72759367814,200078.63644414794,151187.00207906257,215392.23019479655,227548.2807872406,123164.34932899347,239028.32565337536,177941.5522687073,220741.53672985325,117501.1571887363,134693.90568662263,128057.17650337455,187496.4838851764,119801.16294188578,133491.8952734586,104790.63275645794,119782.30623467486,247803.90556995105,144025.81369181964,177510.69274318448,185020.96790187995,166417.95378015065,116487.71870813826,422134.31403257535,123667.72642899682,165394.13296796937,117122.71699735553,148020.93537114185,252464.5375077295
2010-09-01,146610.10156348173,309222.4644613281,142936.06132832696,263439.99322812463,161785.5260501404,318084.2859825259,226355.95799174914,228082.25611716116,305643.00971119356,156232.49648100216,205590.7108506532,139245.0969473692,374429.9540937852,102831.91497635329,262314.5608754013,262467.18050887383,150603.21671231397,122877.57493204752,166926.65607852893,264244.80826538947,163145.2708654913,165798.188238341,166963.93783870665,199705.76552904,149984.4337773051,215555.29908658972,225414.7354727598,122553.70870875433,238083.51521656464,176433.38239302576,220942.40616314267,117110.74888977334,133918.0843617711,127447.06367010543,187192.72875876506,119292.63845466974,132539.59667680922,104655.13147699565,119270.95581113924,246572.4518269097,143629.88553509503,176437.40266952253,184212.6001512136,165004.48568279025,116159.95925191716,422679.3081511909,123238.03994746634,166214.49333895525,116966.78813950821,147977.04271124038,252481.52252894946
2010-10-01,145201.10172619493,307053.9126422439,142347.49167163394,262450.680834539,161094.9663456392,316285.8805183963,225437.58448585597,227045.08340458953,303586.2455832616,154461.02627577345,204031.33018587017,137862.85862648184,373204.38773519435,102104.78057230305,259707.43965954598,260548.37896331822,149882.4483705497,122501.64797530927,166069.30059063042,262206.9630107454,161174.65119864087,165690.54671085012,165579.48611773795,199447.72842244673,148831.71361060193,215713.70510684326,223290.25111804713,122008.39366133476,236686.32084606102,174715.52736062836,220707.56358352315,116639.6672888134,133039.91682976682,126954.31271137482,186819.98832098,118722.22833830041,131694.75013912158,104317.90441644906,118729.97089083795,244834.12569540172,143140.58890470528,174908.27739974714,183400.79383201033,163515.83540793133,115736.06031866488,423062.7530412115,122786.49367733316,166784.3270337731,116802.19180184072,147936.8335519205,252239.30785554159
2010-11-01,143774.2314147551,305133.05308656266,141736.91288097503,261415.4919734447,160387.97944507378,314584.39386133064,224517.0373467838,226088.69802759134,301570.43006950227,152516.66457472148,202358.62674004913,136443.15455946582,371029.48126971396,101234.87932113862,257238.63887124963,258156.30592817627,149168.8887718154,122125.6719423444,165126.60554015962,260148.2429656343,159089.75134334547,165485.2177450142,163689.8476753287,199095.4140695009,148119.8770576984,215872.43594626407,221381.12598498832,121487.10142709727,235208.00754569806,173127.00714537382,219952.16489797598,116102.41316300682,132128.41412655302,126381.78101647431,186210.06416928428,118051.4143406207,130913.18698138685,103830.26381765756,118286.22286663314,243014.4146126888,142626.30382127388,173212.29948206997,182512.7240613636,162086.98093097514,115142.75163591874,424393.9184502461,122219.54061325674,167158.09118146333,116487.542161465,147886.4311383079,251636.8000886077
2010-12-01,142414.13703598536,303764.8993366201,141206.5556827526,260366.55703999466,159703.02897765173,313672.578777103,223782.28845715724,225172.2913439351,299715.2863940247,150717.75648079044,200355.9402051375,135140.5661202366,370273.71181140514,100404.97712591624,254855.40706041036,255797.29296771614,148365.44370547045,121743.58754189302,164236.94111100788,258085.3213479961,157181.50787731947,164977.21327074312,161843.12304489117,198782.21391595682,147413.85611451,216123.84678959378,219588.96351379764,121027.34459048886,234217.21274308368,171355.84257274945,218964.00901902144,115646.31285685686,131249.3870372413,125707.65476213995,185384.27002406996,117320.7763120841,130369.53704472071,103538.75633263717,118082.07649787913,241335.47257123468,142065.43981837473,171660.7606015578,181465.07554367368,160875.14756583306,114631.01527389624,425201.02729509026,121679.06624606262,167320.3834855944,116074.25744646002,147858.45307078448,251239.62922402707
2011-01-01,141055.003927782,302699.5507346998,140745.6957456709,259626.6095207557,158993.81598184758,312917.8188248556,223145.02806633353,224397.72176912442,298195.72156353056,148789.86131331863,198481.83911846104,133846.54224571912,369230.6023975651,99549.47092375993,252832.12979588052,254426.38349739483,147471.4194204474,121446.66632810906,163463.52277950835,256179.76862917026,155436.60609895413,164091.2683573534,160181.8956660959,198575.82706173058,146162.2122454627,216076.59110585856,217921.24165590282,120575.37618007256,233392.15197192095,169675.41084812558,218108.44823699514,115201.60847363349,130459.54859938113,124987.73653699092,184366.9847571027,116635.07851545834,130106.95431820005,103323.78086325266,118037.04464983674,239872.07488171014,141429.91900814587,171089.10686420577,181148.42625661718,159807.09903793188,114259.55693223073,425997.7957590626,121204.48884292426,167359.02943589524,115521.4275548065,147803.64855801754,250875.62722471997
